Id,Prediction
112,3998201.96994
113,4841376.05393
114,4341689.79725
115,4366001.43056
116,3187563.1777
117,4197592.60352
118,3738470.40746
119,3757178.47246
120,3820695.30451
121,3922943.37302
122,3752596.30205
123,5638815.55968
124,3889488.84144
125,3954541.1094
126,4016818.7768
127,3286630.97517
128,4138081.132
129,3957318.8712
130,3415922.49232
131,4446177.5968
132,3974404.7154
133,3799291.54511
134,4134710.62605
135,3909837.2918
136,4063479.33382
137,3440006.62796
138,4033742.14
139,3817019.43184
140,5314794.03923
141,3477897.28559
142,4382617.56534
143,4014585.00294
144,4079106.72589
145,3640579.84723
146,3886717.93534
147,4138934.66739
148,3893213.00787
149,4013400.28425
150,3278141.66724
151,4864032.75338
152,4986950.4089
153,5394957.03572
154,3725770.16758
155,4770836.04566
156,4089513.80001
157,4134437.06369
158,3719092.91245
159,3481190.03507
160,3532601.62751
161,4463507.91526
162,3727109.3024
163,4273459.45795
164,4445712.73687
165,3820989.16784
166,4871767.19816
167,4379679.532
168,3786695.29877
169,4147851.13223
170,3952253.21799
171,3256285.56393
172,4884866.06614
173,9257367.71923
174,4452154.3571
175,3739505.09229
176,8505928.54502
177,4047449.20557
178,4550579.66081
179,3446079.76464
180,3553485.71533
181,5018798.26545
182,4198081.39271
183,3879683.94714
184,4071501.73939
185,3475083.86868
186,4015368.58143
187,3257559.99239
188,3443415.94669
189,3938481.04967
190,4281106.0825
191,3339407.85344
192,4435435.47836
193,4432189.26433
194,3986712.27648
195,3470674.064
196,5620811.03955
197,3708344.34239
198,5295759.76538
199,3833414.02716
200,3874450.5351
201,3620375.81152
202,4301328.51789
203,4527855.28543
204,4572184.4587
205,6798060.34415
206,3905248.45581
207,4292643.15984
208,3988028.92209
209,3679322.60766
210,3899168.94805
211,3723976.00628
212,4529635.00725
213,4243015.02587
214,5293676.59354
215,3201935.71223
216,3494078.3344
217,4329732.1237
218,4404197.46285
219,4983361.51499
220,5603955.41457
221,3805830.98931
222,4582742.14876
223,3567741.44092
224,4235874.17757
225,3778266.07344
226,4286913.9584
227,6374160.53093
228,3972125.7208
229,4470019.77104
230,3241149.61612
231,7228016.36731
232,3560907.48291
233,4677934.3631
234,4663384.12682
235,3964138.23568
236,3868634.97703
237,3600755.00081
238,4864000.9471
239,4132019.8236
240,4416307.33951
241,5062098.36121
242,3814757.12553
243,5042806.54609
244,3784702.53115
245,3947835.07994
246,3309229.50414
247,3447034.78
248,4544073.84321
249,4477084.14639
250,5746580.62667
251,3102986.228
252,5090111.57745
253,3311531.6168
254,3697642.92602
255,4454921.91132
256,3874617.1033
257,5107560.89895
258,5329848.55608
259,5144208.75362
260,3733270.09733
261,4547266.4256
262,4880957.90753
263,3653591.37841
264,2798172.28427
265,3757756.89707
266,3873825.79695
267,9481048.19272
268,5303054.69548
269,2954066.7216
270,3832736.98378
271,5097053.28541
272,4221684.83181
273,3699251.34771
274,4428560.68512
275,4409102.78469
276,6275753.43792
277,3697115.0021
278,4328310.55383
279,3980676.85476
280,4895142.12756
281,5060177.85194
282,3183516.02263
283,4027819.1178
284,4568409.81247
285,3171967.532
286,5062089.8048
287,3535015.90864
288,4245564.0136
289,3965339.64077
290,4464723.37449
291,4135978.65697
292,3963157.40909
293,3829601.77242
294,4539023.86239
295,4331673.70269
296,5354139.86254
297,4594573.88196
298,4040277.66408
299,4335065.95802
300,4196626.62246
301,3749875.59702
302,3161539.55197
303,6753867.97202
304,4518206.32454
305,4067692.536
306,3623333.99905
307,3621242.78817
308,3877319.91982
309,5012715.30626
310,3890540.72334
311,3440321.57682
312,4318556.63951
313,3782041.3952
314,4022450.21519
315,4488318.00691
316,3529713.97947
317,3866972.851
318,5012218.46014
319,3248644.56069
320,4082886.60448
321,3708667.8895
322,3705259.12104
323,4102717.27557
324,4749608.2077
325,5847407.3088
326,4631438.72506
327,4399259.2273
328,3623973.01984
329,5033709.29744
330,3374695.86252
331,3849287.08344
332,4068358.80627
333,5504385.3469
334,5019136.98042
335,4129871.49314
336,3510993.70659
337,3922267.06201
338,4900529.27384
339,4548324.81919
340,3939128.10808
341,3532449.49708
342,4255162.14886
343,4432692.77343
344,9427264.19398
345,3258311.8747
346,3010204.2992
347,4450715.36816
348,3777012.69343
349,5112457.16
350,4447458.30448
351,3697859.13147
352,3538865.94669
353,3457381.54291
354,4258154.02583
355,4126800.02968
356,4113908.00381
357,5060838.72454
358,4487491.70428
359,4276027.29972
360,3944635.0752
361,3782991.74325
362,3630354.54748
363,4115518.47555
364,4160129.94823
365,3528540.4328
366,3697846.66255
367,3355246.5053
368,4069732.01357
369,3893856.30553
370,3708224.44474
371,3411805.00531
372,4552540.06787
373,4442754.09855
374,3828422.76336
375,3740078.05602
376,4416169.7392
377,4117560.31216
378,4276994.25865
379,4135767.11685
380,3909102.32742
381,3497344.33648
382,3463922.68449
383,4023301.67921
384,4447504.84934
385,8841929.23315
386,3555264.01374
387,3239184.30208
388,3988329.04734
389,4501819.9952
390,4700481.25701
391,3442365.93872
392,3364930.76323
393,4965697.27962
394,4641740.51776
395,3925726.70976
396,4708210.02016
397,4545923.08992
398,6975629.68114
399,4510374.12601
400,4462798.65888
401,5476551.94392
402,5178492.5098
403,5356743.31352
404,2816606.888
405,3404088.83978
406,3890464.42044
407,4659223.40927
408,3050606.48923
409,3677368.25199
410,4239804.25891
411,3331798.05827
412,4011907.55871
413,3436592.8984
414,4894755.82779
415,5044970.25977
416,3604095.12146
417,3441972.964
418,4872771.17095
419,4470546.05547
420,3678403.5311
421,4065221.62
422,3780028.2904
423,3996673.8944
424,4407341.384
425,4127390.61441
426,3923738.54796
427,4076589.79298
428,3899025.128
429,4290055.4576
430,4193165.59168
431,4798778.27701
432,3522174.22832
433,3591917.32208
434,3144234.15163
435,3783462.89519
436,4204859.20004
437,3215984.60734
438,3460551.32202
439,4106209.4299
440,3745642.78928
441,4797237.613
442,5442456.77824
443,4599419.87123
444,5107768.65168
445,3350390.79559
446,5345629.87071
447,3117017.81122
448,3641917.6481
449,4469092.12937
450,4047933.78
451,4577280.85482
452,3789240.84165
453,3700623.64675
454,4683214.08688
455,4342522.62022
456,3783155.44739
457,4107868.46723
458,3555781.44358
459,2940280.01628
460,3730399.78873
461,3464465.57934
462,5202880.5792
463,3539270.86783
464,3548164.23859
465,3526573.69251
466,3393918.86231
467,3818362.05498
468,4209484.69721
469,4563744.45367
470,3740480.95263
471,3590582.77479
472,4049566.81232
473,4666605.56183
474,4116329.16483
475,3897444.43981
476,3732910.18982
477,3818655.27564
478,3646993.02912
479,3815187.51794
480,4820626.23793
481,3515379.18836
482,4128962.79276
483,4597480.3817
484,4502631.72274
485,4304965.132
486,3672431.51782
487,4587064.1648
488,3513697.09286
489,3667648.19908
490,3310730.43152
491,3313460.21501
492,3849292.395
493,4581200.62816
494,4594977.076
495,4294808.34991
496,3381840.90739
497,3186885.07738
498,3894731.19867
499,4181643.47325
500,4536454.70031
501,3360237.38202
502,4125708.0185
503,5071938.77001
504,4902030.77341
505,3699480.37907
506,4066259.61948
507,4183924.4032
508,4181108.11478
509,2990190.36976
510,4749688.67589
511,4494824.43546
512,3800450.81708
513,4558814.9156
514,4343028.93559
515,2882768.64908
516,3949572.4553
517,4111238.90546
518,3806469.23549
519,4310254.72863
520,3499536.27032
521,9926848.78224
522,4349029.49218
523,3932674.33924
524,6649654.21941
525,4427663.05377
526,3868444.48004
527,4149558.5048
528,7790785.13614
529,3538034.62579
530,3861974.50097
531,5023829.16852
532,4506182.87276
533,3308889.27935
534,4672731.21769
535,5328185.032
536,4392081.6694
537,4078413.28147
538,3560679.56607
539,4742754.77151
540,3769342.87197
541,3739990.1632
542,3778197.68535
543,4121625.2848
544,4128621.23724
545,3717517.72323
546,2874067.83866
547,3595326.04244
548,3864772.40346
549,5078334.00552
550,3380750.86573
551,4321287.38878
552,4771107.63651
553,4229319.21528
554,4888949.63317
555,3584419.61525
556,3473499.20668
557,3419849.39155
558,6055897.94397
559,4118122.39631
560,4477084.14639
561,3608805.28973
562,3679620.34912
563,4760712.01814
564,4662298.03837
565,4499907.4656
566,3668768.52064
567,4730453.56191
568,3909539.53089
569,5550153.0736
570,3754075.23286
571,3873633.27517
572,4640600.96151
573,4019836.68493
574,5098544.61783
575,2917402.03861
576,5129274.31776
577,4092842.8614
578,3073952.43008
579,4574037.24864
580,4138822.57095
581,3377480.55936
582,5337242.0559
583,4908915.4913
584,3654099.18
585,4090769.10966
586,3281898.53254
587,3702036.82094
588,4110990.00142
589,4184486.69526
590,3671635.33759
591,3524813.20632
592,4345534.59032
593,3546540.21862
594,3781973.86333
595,4477567.57424
596,4762994.6456
597,3875813.29958
598,4635764.18064
599,3430586.11644
600,5049205.05488
601,4420227.68925
602,4053714.04191
603,3784344.11424
604,4783430.44981
605,3934967.55981
606,4174875.03436
607,4926614.85723
608,3593504.8159
609,4594482.31997
610,4248525.42651
611,3733113.21877
612,3958951.81978
613,3420801.06752
614,4041026.63536
615,4419419.23324
616,4849722.3089
617,4112643.66545
618,4253082.55074
619,5283522.16602
620,4583464.11101
621,4281323.58349
622,4565553.06596
623,4348468.62964
624,4323305.93155
625,4856750.17512
626,4717449.77133
627,4350186.24272
628,3466258.36534
629,4558965.33514
630,7095997.98771
631,6317999.43556
632,4253415.63002
633,3709366.75496
634,3811748.1432
635,4798921.27364
636,3672813.2216
637,3682992.18873
638,5876340.67508
639,4048355.212
640,3641397.90413
641,4193922.99614
642,4282209.69029
643,3778768.53187
644,4942443.61139
645,2905882.55407
646,4921940.84818
647,3473539.85943
648,4229472.13914
649,4522729.77224
650,3432727.2903
651,4005375.53414
652,4928232.53293
653,5464307.01309
654,4035057.23695
655,3182543.296
656,4159328.68306
657,4432368.94334
658,4006176.94991
659,4057323.39448
660,5228759.07779
661,4533311.38253
662,3710948.6327
663,4015857.00555
664,3639368.19546
665,3752833.091
666,4801383.39504
667,5040578.4688
668,3598424.72364
669,4348029.7456
670,4510488.30781
671,5614262.99867
672,4203059.96199
673,4665251.02071
674,4167594.24634
675,3694188.11261
676,4023111.26873
677,3957156.54491
678,3950504.89263
679,3981925.87386
680,3808817.40832
681,3574149.77441
682,3947019.12815
683,4985382.94108
684,5268902.55018
685,3398536.00328
686,3684993.2382
687,3820117.26541
688,5120559.4528
689,4472888.16522
690,3654735.07261
691,4042967.23876
692,3241149.61612
693,3801683.97302
694,3844765.02794
695,3499168.02704
696,3886466.12288
697,4800296.32362
698,3748562.29883
699,3736999.13833
700,6915847.22151
701,4383992.57562
702,2930530.24486
703,4577178.90151
704,3698490.58594
705,3691862.75316
706,3799648.71516
707,3451939.92752
708,3107739.94285
709,3617751.39264
710,4338451.28016
711,4345262.03555
712,3628576.84819
713,3847110.26333
714,3221532.12696
715,4359585.88109
716,3566734.26464
717,5040302.49365
718,3963190.47578
719,4323640.08198
720,3512539.4896
721,4257423.19007
722,4657356.70031
723,4797604.24969
724,6700380.32482
725,5016855.49309
726,3595388.02277
727,3631526.95695
728,3297023.56757
729,4529728.24432
730,3583351.79139
731,4556795.31018
732,4012854.29275
733,3604192.38243
734,4262287.064
735,4299685.74616
736,4668341.9641
737,6565434.90321
738,4731834.48271
739,3800501.97177
740,4044865.74086
741,3607487.91019
742,4152143.9064
743,3718940.89933
744,3742497.70206
745,4597964.17824
746,3638860.94056
747,4796929.81288
748,4785222.1418
749,3686977.39712
750,5034611.8367
751,4086490.60308
752,4210096.75606
753,3222304.96013
754,3639359.78432
755,4173459.6632
756,3027349.11928
757,4764331.12094
758,5007855.9402
759,4820793.09635
760,4880701.00651
761,4103863.85403
762,4284101.87851
763,3858735.57089
764,3142630.924
765,4634573.8592
766,4335217.76851
767,4084461.00053
768,5694150.89741
769,4741758.29217
770,4313940.17872
771,4409386.24268
772,4571664.72638
773,4509128.70554
774,3550753.79274
775,3495016.82624
776,3508192.21059
777,4961262.78354
778,3425516.1544
779,4046215.80542
780,4558330.6211
781,4777255.69514
782,4228270.03228
783,3453491.68167
784,4331676.1136
785,4629739.37267
786,4526380.23265
787,4039153.67904
788,3861793.98484
789,2910421.46486
790,3738497.54944
791,4705732.00045
792,3348098.61783
793,4199288.42592
794,3941378.4495
795,4148371.52656
796,3798940.2752
797,5056490.25533
798,3871001.02474
799,4682888.29407
800,4717646.39663
801,3683154.39651
802,5667792.7528
803,5019715.07773
804,3815300.51785
805,3856290.65266
806,4898586.31562
807,4066901.78385
808,4940928.82749
809,4108718.00669
810,4162491.07445
811,3762633.29806
812,4729287.54925
813,8864253.91805
814,4977219.16717
815,3950739.10707
816,4137835.56684
817,3283264.79243
818,3701770.66146
819,3849825.59264
820,4317914.5712
821,4069911.08542
822,4348930.85366
823,4244684.83873
824,4636370.5941
825,4330989.02346
826,4768535.16582
827,3814747.02748
828,4586082.00735
829,4931857.56118
830,4893400.35882
831,3448981.53893
832,4705585.02802
833,4938125.56069
834,4107393.67053
835,3572455.10783
836,3499267.25891
837,9252495.74803
838,3605168.22117
839,3148615.03648
840,3876310.6606
841,3422797.09173
842,3940693.32874
843,3724907.88646
844,3700223.61593
845,4473804.2656
846,4841172.86161
847,4487664.30956
848,3677988.14909
849,4738276.0587
850,4490677.43044
851,4440525.1609
852,4404403.24355
853,4395669.76922
854,4900909.08925
855,4094719.56557
856,3952357.56994
857,3862743.859
858,3314641.2632
859,3668855.6565
860,4045865.72818
861,4600967.74786
862,3992522.01616
863,7258542.71067
864,4415314.41414
865,3757837.70438
866,3530863.4206
867,3555710.52365
868,4147516.40464
869,5093187.16446
870,4033493.63028
871,4167692.48085
872,3834778.66609
873,3496954.88752
874,3822320.548
875,3191358.31566
876,3415448.07528
877,4607628.11386
878,2678721.01837
879,4666408.56992
880,3676997.58716
881,3650082.43945
882,4084690.52175
883,5356195.30862
884,4903844.2793
885,4479030.70848
886,4796536.408
887,4119345.30984
888,4805948.12549
889,4210347.34852
890,4008848.33597
891,4212964.95325
892,3494654.94389
893,4604677.24086
894,4999392.67113
895,3570694.98005
896,3785322.29091
897,4151075.01172
898,3547714.18823
899,3616605.97636
900,4800140.58981
901,3955865.73354
902,4365255.75082
903,3665649.32818
904,3765589.24863
905,3683481.72856
906,3682809.54504
907,4107047.36449
908,4020125.81929
909,4999696.83079
910,4096345.08
911,4233614.88717
912,4489528.55424
913,4595524.94014
914,4167410.93746
915,4076885.51603
916,3023302.54815
917,5499875.2123
918,3522508.20301
919,4675497.08499
920,3699826.12341
921,3834518.52778
922,3972294.3752
923,3793218.84646
924,3723135.57763
925,5011415.29426
926,3850601.26269
927,4246662.46205
928,3502224.10005
929,3141210.36291
930,3610479.59958
931,4633939.33494
932,5066349.45676
933,4770277.93425
934,3831445.74977
935,4078301.62951
936,3721558.67437
937,3799923.15638
938,3522085.0152
939,6759262.65045
940,4740829.59059
941,3638040.29571
942,4890116.60726
943,4464998.6881
944,4083832.71212
945,3659102.11856
946,3886000.74826
947,4959488.2152
948,4073168.98296
949,4952450.16571
950,6855108.66592
951,4379653.27987
952,3191358.31566
953,4197299.81485
954,5068611.9489
955,4820626.23793
956,3983762.11981
957,4085181.15194
958,4491193.3768
959,3853686.51167
960,5106912.1336
961,3724811.15648
962,3464465.57934
963,6449743.20872
964,4663454.1784
965,3710416.3549
966,4177519.5697
967,4318366.3811
968,4675682.42301
969,4483359.26142
970,3301429.26001
971,3080820.70164
972,4259793.56214
973,3826505.89715
974,3815773.64184
975,3586769.98988
976,3947257.50992
977,4203725.55928
978,4489873.34384
979,8853999.15569
980,3845172.944
981,3436712.43175
982,4143135.36887
983,4314371.69294
984,3817597.72485
985,3989663.13568
986,4527313.94352
987,3704960.4352
988,4538823.38947
989,3625164.44848
990,5371754.89284
991,4487400.71589
992,3775817.94502
993,5227010.04749
994,4616266.05686
995,4059615.82145
996,4069718.79408
997,3599747.49407
998,3474750.15334
999,3855420.00263
1000,4268340.62995
1001,4438829.61197
1002,3995517.40476
1003,5105882.4769
1004,3576937.60856
1005,4995094.7977
1006,4088749.7023
1007,3766765.2713
1008,3855730.2962
1009,3781674.57536
1010,3647159.99948
1011,4404439.05875
1012,3993130.06262
1013,3824458.00211
1014,4030626.43522
1015,4409007.85704
1016,4433210.52116
1017,4233717.028
1018,3805059.36438
1019,3999458.8824
1020,4726714.27916
1021,4779190.28098
1022,4089162.10207
1023,3900691.86318
1024,3703785.36206
1025,5335642.86803
1026,3917221.0
1027,3477588.96547
1028,4498960.9578
1029,2903536.17267
1030,4401387.10782
1031,3894374.19664
1032,3506525.33165
1033,3868672.18406
1034,4194985.89915
1035,3695295.71136
1036,4265799.3878
1037,4340757.5373
1038,3512974.54741
1039,4393183.56852
1040,4402898.14563
1041,4316632.42391
1042,3206323.7368
1043,3095041.03008
1044,4204224.33271
1045,4981508.8232
1046,3470310.77089
1047,3879356.05764
1048,3535884.67363
1049,4423109.21697
1050,4910886.01064
1051,3440726.47366
1052,3712137.31264
1053,3036785.4136
1054,4360860.41908
1055,3827645.1718
1056,9836535.10536
1057,3263464.09261
1058,4655261.23173
1059,4921325.7672
1060,3729100.06085
1061,5177330.0026
1062,3957366.23366
1063,3848276.55757
1064,4851733.29626
1065,4293934.49779
1066,4591982.95613
1067,4025864.98784
1068,5057829.94091
1069,4216017.60241
1070,4305916.65216
1071,3576666.17263
1072,5180167.67512
1073,4944144.11045
1074,5207403.2456
1075,5523127.62715
1076,3685038.44604
1077,3230277.29318
1078,5132522.71969
1079,4355170.3632
1080,3681341.38918
1081,3944782.06129
1082,4558958.40104
1083,4618366.06733
1084,4292296.25261
1085,3281509.71045
1086,4493956.84314
1087,5059345.08268
1088,4367282.08963
1089,3504697.36092
1090,4290959.71818
1091,5023829.16852
1092,4197601.5313
1093,4072635.5533
1094,4206287.37112
1095,3775862.80653
1096,3909607.89435
1097,3996188.73421
1098,4319459.22454
1099,3830179.03692
1100,4756211.27105
1101,4519942.48211
1102,4507888.81461
1103,4059416.02824
1104,4256135.01647
1105,3756593.59943
1106,3499945.20543
1107,4617216.9048
1108,4065055.89864
1109,3347025.59884
1110,3685237.33139
1111,3710205.15359
1112,4314933.06894
1113,4420923.47123
1114,4648412.86504
1115,4548614.51982
1116,3434407.59088
1117,4036403.752
1118,3632849.5235
1119,3921709.06562
1120,4344977.1573
1121,4352596.17008
1122,5129181.12403
1123,3352958.36364
1124,4833156.2915
1125,3897560.50351
1126,3726245.1279
1127,4976321.65536
1128,3707054.79872
1129,3989663.13568
1130,3966003.6894
1131,4083315.78954
1132,4761094.27009
1133,3671835.48192
1134,4485127.012
1135,4743397.98135
1136,4741758.29217
1137,3792865.60252
1138,3802124.6414
1139,4661571.39461
1140,5430423.72593
1141,4382934.6096
1142,4253873.70819
1143,4637077.8926
1144,3618681.15213
1145,4150922.76067
1146,2910030.15768
1147,7546850.41238
1148,3928389.49906
1149,4641064.51066
1150,4276290.41816
1151,3244612.66941
1152,4142146.29795
1153,4655863.724
1154,3662352.12395
1155,3238035.13392
1156,3834903.42636
1157,4941762.08
1158,4117818.27712
1159,4364215.11126
1160,4158341.90607
1161,3803761.16195
1162,4051690.19421
1163,4122155.9458
1164,3066005.4952
1165,5259380.83457
1166,4523690.15924
1167,4971004.64377
1168,3641059.74748
1169,9237487.76783
1170,4300668.34719
1171,3584258.84089
1172,2889462.54733
1173,3815648.06382
1174,3639359.78432
1175,3459449.68378
1176,4006865.24048
1177,3757709.45165
1178,3872344.2336
1179,3445707.34365
1180,3829023.2952
1181,3534123.30251
1182,4606487.764
1183,3614668.89853
1184,4762105.21658
1185,4928814.59168
1186,4367894.20584
1187,3475127.10878
1188,4272411.80804
1189,4938882.37606
1190,4427514.39794
1191,4638239.792
1192,3755910.2588
1193,4120016.54779
1194,3921937.12033
1195,3362454.41707
1196,3931572.93456
1197,4274451.12961
1198,4079395.47718
1199,4426611.87354
1200,6918569.73274
1201,4771153.49649
1202,4026300.2927
1203,3133415.10861
1204,4240404.75891
1205,4457653.09139
1206,4330797.69523
1207,4017203.60276
1208,5080863.24612
1209,4765017.052
1210,3879041.04255
1211,3787626.7952
1212,3692732.05089
1213,3897185.68172
1214,3107681.09895
1215,4018050.4112
1216,3950105.71514
1217,4638421.46423
1218,4315462.0904
1219,3598087.49338
1220,3590350.81757
1221,4761706.69368
1222,4350057.2869
1223,4768899.4379
1224,5489218.96381
1225,4143247.32315
1226,4578658.6793
1227,3434927.37083
1228,4110721.72159
1229,4021936.24997
1230,4489831.28093
1231,3973524.46099
1232,3574401.64194
1233,4003547.42984
1234,3447025.004
1235,3883811.33676
1236,4262176.47421
1237,3755450.62288
1238,3267156.8952
1239,4955614.94001
1240,4147678.65002
1241,3708600.11596
1242,3816114.91798
1243,3579873.58495
1244,4294984.46821
1245,3853850.96985
1246,3782809.13356
1247,3878434.95005
1248,3075260.41792
1249,3191358.31566
1250,3623723.48195
1251,3629973.55975
1252,5432004.42
1253,3714375.54496
1254,3967719.86675
1255,4493749.04024
1256,3343010.13968
1257,3592098.76494
1258,4497621.50791
1259,3902667.69068
1260,4450640.95615
1261,4196761.63063
1262,3379026.7
1263,3402594.09395
1264,4811074.1088
1265,4440369.01328
1266,3603865.49136
1267,3948233.92107
1268,5016687.27769
1269,4123436.93656
1270,3860722.84957
1271,4491593.75626
1272,3815063.26707
1273,4289335.36387
1274,3278643.41629
1275,5715220.52948
1276,3930222.484
1277,3927227.62061
1278,3649767.12527
1279,3534327.74556
1280,4637389.46417
1281,3257773.53843
1282,4685719.50431
1283,4014513.82899
1284,3931943.18474
1285,3973922.98954
1286,3676061.28474
1287,3779487.61627
1288,4108614.20572
1289,3477897.28559
1290,4070574.18309
1291,4257546.66707
1292,4006816.41318
1293,4632297.6784
1294,4210347.72465
1295,5119968.3432
1296,4130543.19836
1297,4742587.61355
1298,3786182.37927
1299,3850859.33748
1300,3512152.79782
1301,2940257.10228
1302,4212696.39034
1303,4198883.52163
1304,3331491.66322
1305,3489449.92845
1306,3911687.71418
1307,3553673.93473
1308,4551370.27558
1309,3583843.00692
1310,4242428.98175
1311,3692917.41027
1312,3744001.03125
1313,3705743.50608
1314,3640930.4
1315,3623620.61883
1316,4846900.76844
1317,4048671.09877
1318,4431218.22297
1319,4765512.44302
1320,3897881.43925
1321,3535756.85251
1322,5561404.23636
1323,5017001.41344
1324,6525053.79149
1325,4043231.45573
1326,3326814.78572
1327,4785391.85636
1328,4682696.8776
1329,4531699.07544
1330,5182422.74302
1331,3700375.42864
1332,4733342.53456
1333,3728449.68364
1334,4021525.65222
1335,3272852.96492
1336,3467338.91779
1337,4510176.23695
1338,4750839.25717
1339,3560907.48291
1340,4309027.37148
1341,4865213.28622
1342,4906605.44403
1343,3167071.66095
1344,4889497.1512
1345,3860372.92842
1346,3618112.01671
1347,3778726.89071
1348,3744604.15904
1349,4085032.1931
1350,3831129.70623
1351,3861297.36365
1352,3799764.67745
1353,5231523.14051
1354,3945843.78318
1355,4732914.53551
1356,4851549.328
1357,4674155.46928
1358,3253059.84465
1359,2516463.64409
1360,3417978.93121
1361,4333610.22736
1362,3123234.3413
1363,3983929.39995
1364,3258819.56757
1365,3855057.12151
1366,4000455.15109
1367,3523621.1544
1368,3820677.81091
1369,4736994.78518
1370,4806519.69031
1371,4199056.6401
1372,9181452.39932
1373,3041188.3632
1374,3829144.79615
1375,4107936.1952
1376,4063991.2439
1377,3540536.08404
1378,4292256.04653
1379,3405443.06682
1380,4508754.61908
1381,3970679.65752
1382,3847467.15695
1383,9284348.38812
1384,3170000.86154
1385,4653862.3659
1386,4397471.16491
1387,5084719.65661
1388,4558347.74746
1389,4346300.23693
1390,4091793.52109
1391,4352718.9539
1392,4078563.31245
1393,4032365.42714
1394,3564761.87856
1395,3768253.67894
1396,3881833.09888
1397,4132937.40832
1398,5360393.51344
1399,3304797.22581
1400,3993543.41984
1401,3379142.3512
1402,4104814.42234
1403,4311787.53978
1404,5044208.2448
1405,3710182.46954
1406,4295367.87539
1407,4831391.76395
1408,4179789.39996
1409,3398160.72
1410,3827867.23082
1411,4108535.91166
1412,4337586.5762
1413,3949660.43301
1414,3868434.21053
1415,4612667.38522
1416,3675754.51472
1417,3997431.69318
1418,3488868.42374
1419,5230490.53707
1420,5165121.51437
1421,3779188.41068
1422,3751500.6928
1423,3898956.55958
1424,4138871.27436
1425,3847323.7248
1426,4444347.47102
1427,3469247.72195
1428,3813309.28037
1429,3909569.4069
1430,4090457.44065
1431,3680655.6379
1432,4446236.9571
1433,4160966.62408
1434,2783167.62822
1435,5816185.39317
1436,3469152.95162
1437,4456470.16479
1438,5580563.81308
1439,4365132.38575
1440,3569377.42995
1441,4339138.95654
1442,4203761.8173
1443,4077695.41357
1444,4243439.112
1445,3649788.9568
1446,4502667.98188
1447,4595906.80417
1448,3573388.88
1449,5058064.10847
1450,4124174.57724
1451,4002359.84944
1452,5031497.77688
1453,4257505.58502
1454,4212866.32531
1455,4222390.95168
1456,4812186.21159
1457,4192765.02658
1458,4630955.8861
1459,5224445.20721
1460,3607132.08624
1461,3581998.85603
1462,3515435.11299
1463,4298228.83848
1464,4899241.8271
1465,3894896.144
1466,3721407.16282
1467,4385715.61037
1468,3922493.10484
1469,3986381.08704
1470,4057214.35756
1471,3231653.01134
1472,4691661.43549
1473,3281509.71045
1474,3702414.98419
1475,4810868.11657
1476,4628794.34045
1477,4001750.58988
1478,3796672.54645
1479,4886361.6224
1480,4383422.16033
1481,3815888.14876
1482,3634426.23957
1483,3865689.28097
1484,3558885.04986
1485,4985259.40481
1486,4942035.89724
1487,4420914.31886
1488,3825559.1442
1489,4294402.64781
1490,4010219.07184
1491,4556795.31018
1492,3609357.30944
1493,3767767.87738
1494,4651358.35168
1495,3663411.83614
1496,3328034.63038
1497,4384912.69415
1498,3341784.0176
1499,4346917.48173
1500,3834568.31037
1501,3139327.40572
1502,4993833.33851
